activity_id,datetime,user_id,pc_id,device_type,location,activity_type,action_details,risk_level,correlated_id,target_user_id
2664a847-7cbb-40ab-a77a-f9f5388bccb7,2010-01-02 07:06:28,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,2664a847-7cbb-40ab-a77a-f9f5388bccb7,LRR0148
bf26fe1e-4028-4542-a55b-ba1674343e21,2010-01-02 07:06:33,IRM0931,PC-7188,unknown,unknown,http,Details about the action,Low,bf26fe1e-4028-4542-a55b-ba1674343e21,IRM0931
090d4e4d-e1bf-4e34-acd0-f420a9ddb7da,2010-01-02 07:07:16,NGF0157,PC-6056,unknown,unknown,http,Details about the action,Low,090d4e4d-e1bf-4e34-acd0-f420a9ddb7da,NGF0157
bf1c7c61-0b42-4b41-a07b-0c57b6676eb9,2010-01-02 07:07:50,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,bf1c7c61-0b42-4b41-a07b-0c57b6676eb9,LRR0148
441a2ce8-c5ea-445a-b83c-3a8ebbde6ba1,2010-01-02 07:08:11,IRM0931,PC-7188,unknown,unknown,http,Details about the action,Low,441a2ce8-c5ea-445a-b83c-3a8ebbde6ba1,IRM0931
32c53c89-03d0-4580-8210-2764a83fb44f,2010-01-02 07:08:31,NGF0157,PC-6056,unknown,unknown,http,Details about the action,Low,32c53c89-03d0-4580-8210-2764a83fb44f,NGF0157
16ca1909-5863-47b6-910a-77b03c031fe1,2010-01-02 07:11:17,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,16ca1909-5863-47b6-910a-77b03c031fe1,LRR0148
d0495e98-772e-4399-833f-d02172bf59e1,2010-01-02 07:12:32,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,d0495e98-772e-4399-833f-d02172bf59e1,LRR0148
0a13e448-eff1-4766-895b-eab023ce3be3,2010-01-02 07:12:35,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,0a13e448-eff1-4766-895b-eab023ce3be3,LAP0338
1a9b4818-afdc-40fc-979d-1ac0e2f86174,2010-01-02 07:12:39,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,1a9b4818-afdc-40fc-979d-1ac0e2f86174,LAP0338
878a6a2a-a64b-4921-bcab-9bd74e35437e,2010-01-02 07:12:56,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,878a6a2a-a64b-4921-bcab-9bd74e35437e,LAP0338
3cb687c5-66a7-48f1-ad5e-ca6d647e6ee5,2010-01-02 07:13:23,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,3cb687c5-66a7-48f1-ad5e-ca6d647e6ee5,LAP0338
10dbccf3-222b-4bbc-9103-df9a7ceb4768,2010-01-02 07:13:38,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,10dbccf3-222b-4bbc-9103-df9a7ceb4768,LAP0338
8c98bd7c-feeb-432e-8aee-d107ad80615f,2010-01-02 07:13:52,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,8c98bd7c-feeb-432e-8aee-d107ad80615f,LAP0338
8e3ea40f-dd9b-4f2d-8dc8-47bd6cc62686,2010-01-02 07:14:12,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,8e3ea40f-dd9b-4f2d-8dc8-47bd6cc62686,LAP0338
475b62bd-68cc-4482-a34b-203199c27ec8,2010-01-02 07:14:13,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,475b62bd-68cc-4482-a34b-203199c27ec8,LAP0338
03554372-a7d4-47f1-bea1-30cbc86672f1,2010-01-02 07:14:28,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,03554372-a7d4-47f1-bea1-30cbc86672f1,LAP0338
5b64f795-7f9e-4abe-8c9b-0079e3fde4f0,2010-01-02 06:49:00,NGF0157,PC-6056,unknown,unknown,logon,Details about the action,Low,5b64f795-7f9e-4abe-8c9b-0079e3fde4f0,NGF0157
c62816c7-4708-494d-9fa0-08f646bc40dd,2010-01-02 06:50:00,LRR0148,PC-4275,unknown,unknown,logon,Details about the action,Low,c62816c7-4708-494d-9fa0-08f646bc40dd,LRR0148
80adea11-59a5-4b96-b826-ce7d7b187619,2010-01-02 06:53:04,LRR0148,PC-4124,unknown,unknown,logon,Details about the action,Low,80adea11-59a5-4b96-b826-ce7d7b187619,LRR0148
898d5ac0-48c0-41a8-9715-3542a0cdb48e,2010-01-02 07:00:00,IRM0931,PC-7188,unknown,unknown,logon,Details about the action,Low,898d5ac0-48c0-41a8-9715-3542a0cdb48e,IRM0931
d010c1ab-7550-42fa-971f-967246b79ca0,2010-01-02 07:00:00,MOH0273,PC-6699,unknown,unknown,logon,Details about the action,Low,d010c1ab-7550-42fa-971f-967246b79ca0,MOH0273
730c3630-d202-4adc-9dca-3adf3c518954,2010-01-02 07:07:00,LAP0338,PC-5758,unknown,unknown,logon,Details about the action,Low,730c3630-d202-4adc-9dca-3adf3c518954,LAP0338
470a58de-0b7a-4e2a-b5d4-c0bf9362412b,2010-01-02 07:08:00,MHH0180,PC-9822,unknown,unknown,logon,Details about the action,Low,470a58de-0b7a-4e2a-b5d4-c0bf9362412b,MHH0180
afe73c21-0256-401e-9ba9-ca0a55315f7c,2010-01-02 07:08:00,NOB0181,PC-3446,unknown,unknown,logon,Details about the action,Low,afe73c21-0256-401e-9ba9-ca0a55315f7c,NOB0181
4a15b370-d727-4b14-9dbc-d6b49e3250e4,2010-01-02 07:13:00,AHC0142,PC-8893,unknown,unknown,logon,Details about the action,Low,4a15b370-d727-4b14-9dbc-d6b49e3250e4,AHC0142
90b4d531-62f4-426b-af2b-394a627ffffe,2010-01-02 07:14:00,CTR0341,PC-6184,unknown,unknown,logon,Details about the action,Low,90b4d531-62f4-426b-af2b-394a627ffffe,CTR0341
135828da-3427-4b22-b160-5ba6fe8821a5,2010-01-02 07:24:53,LRR0148,PC-4124,unknown,unknown,logon,Details about the action,Low,135828da-3427-4b22-b160-5ba6fe8821a5,LRR0148
38ad345a-a2e0-4212-9cde-f778b2d2a680,2010-01-02 07:33:00,ATE0869,PC-1313,unknown,unknown,logon,Details about the action,Low,38ad345a-a2e0-4212-9cde-f778b2d2a680,ATE0869
