activity_id,datetime,user_id,pc_id,device_type,location,activity_type,action_details,risk_level,correlated_id,target_user_id
a3376aaf-2d1f-4e80-98ce-1519605b21b6,2010-02-01 08:42:18,RRC0553,PC-6672,unknown,unknown,device,Details about the action,Low,a3376aaf-2d1f-4e80-98ce-1519605b21b6,RRC0553
e019b88d-a600-450b-99d2-ccc0b07a537c,2010-02-01 09:04:18,RRC0553,PC-6672,unknown,unknown,device,Details about the action,Low,e019b88d-a600-450b-99d2-ccc0b07a537c,RRC0553
10760b29-ab7f-4b07-b1fc-6d2bed73aabd,2010-02-01 09:05:03,IIW0249,PC-0843,unknown,unknown,device,Details about the action,Low,10760b29-ab7f-4b07-b1fc-6d2bed73aabd,IIW0249
38b6a72a-d2c7-4271-b62a-8b11a341d79e,2010-02-01 09:14:14,MOH0273,PC-6699,unknown,unknown,device,Details about the action,Low,38b6a72a-d2c7-4271-b62a-8b11a341d79e,MOH0273
bade0e04-701b-4c30-9ae2-36bf0309d0b6,2010-02-01 09:22:55,BQS0525,PC-0269,unknown,unknown,device,Details about the action,Low,bade0e04-701b-4c30-9ae2-36bf0309d0b6,BQS0525
bb09b593-b2fb-4f64-af88-47e9852a0c11,2010-02-01 09:25:02,IIW0249,PC-0843,unknown,unknown,device,Details about the action,Low,bb09b593-b2fb-4f64-af88-47e9852a0c11,IIW0249
79a2bf70-d139-4c38-8f59-697326dea2ae,2010-02-01 09:25:33,IIW0249,PC-0843,unknown,unknown,device,Details about the action,Low,79a2bf70-d139-4c38-8f59-697326dea2ae,IIW0249
80b14404-85a5-4c85-be48-6e81f95c6c7f,2010-02-01 09:36:51,MOH0273,PC-6699,unknown,unknown,device,Details about the action,Low,80b14404-85a5-4c85-be48-6e81f95c6c7f,MOH0273
941e2cff-c5c4-4a46-9cb6-8737029d506e,2010-02-01 09:38:58,RAW0915,PC-2113,unknown,unknown,device,Details about the action,Low,941e2cff-c5c4-4a46-9cb6-8737029d506e,RAW0915
48ef6279-a561-47c2-a91d-ad50848b38ca,2010-02-01 09:39:03,RRC0553,PC-6672,unknown,unknown,device,Details about the action,Low,48ef6279-a561-47c2-a91d-ad50848b38ca,RRC0553
cf52add7-8826-451f-a429-e7b301561a3c,2010-02-01 07:11:45,LAP0338,PC-5758,unknown,unknown,email,Details about the action,Low,cf52add7-8826-451f-a429-e7b301561a3c,LAP0338
e6a6c6b9-fef9-412a-a812-1654fd60d8a2,2010-02-01 07:12:16,MOH0273,PC-6699,unknown,unknown,email,Details about the action,Low,e6a6c6b9-fef9-412a-a812-1654fd60d8a2,MOH0273
99ff6716-163a-4f16-bd24-10607891bbc7,2010-02-01 07:13:00,LAP0338,PC-5758,unknown,unknown,email,Details about the action,Low,99ff6716-163a-4f16-bd24-10607891bbc7,LAP0338
265eb8de-79e1-4429-9d05-920c7166fb7f,2010-02-01 07:13:17,LAP0338,PC-5758,unknown,unknown,email,Details about the action,Low,265eb8de-79e1-4429-9d05-920c7166fb7f,LAP0338
ce2a4f8b-e226-4437-bfd0-972bc40aca5c,2010-02-01 07:13:28,MOH0273,PC-6699,unknown,unknown,email,Details about the action,Low,ce2a4f8b-e226-4437-bfd0-972bc40aca5c,MOH0273
db1ba146-2e9b-4aea-8794-e9b2a7db5609,2010-02-01 07:36:03,HVB0037,PC-7979,unknown,unknown,email,Details about the action,Low,db1ba146-2e9b-4aea-8794-e9b2a7db5609,HVB0037
9824a7ba-407c-4826-9f0c-071d6318c6be,2010-02-01 07:52:20,NWK0215,PC-8370,unknown,unknown,email,Details about the action,Low,9824a7ba-407c-4826-9f0c-071d6318c6be,NWK0215
9414e0d5-f697-4c3b-bdba-dd13e6f89f44,2010-02-01 07:54:12,LRR0148,PC-4275,unknown,unknown,email,Details about the action,Low,9414e0d5-f697-4c3b-bdba-dd13e6f89f44,LRR0148
2914b85a-85a4-46ee-b771-33109f95c04d,2010-02-01 07:23:14,MOH0273,PC-6699,unknown,unknown,file,Details about the action,Low,2914b85a-85a4-46ee-b771-33109f95c04d,MOH0273
79d9cf4f-7697-42b8-b7be-5f9fbb1a0fe1,2010-02-01 07:26:19,MOH0273,PC-6699,unknown,unknown,file,Details about the action,Low,79d9cf4f-7697-42b8-b7be-5f9fbb1a0fe1,MOH0273
a9f211ee-b81c-48e2-b2ac-5c240f40123a,2010-02-01 08:12:03,HPH0075,PC-2417,unknown,unknown,file,Details about the action,Low,a9f211ee-b81c-48e2-b2ac-5c240f40123a,HPH0075
38972975-5d9e-427f-b46f-4bd0a8492651,2010-02-01 08:17:00,HPH0075,PC-2417,unknown,unknown,file,Details about the action,Low,38972975-5d9e-427f-b46f-4bd0a8492651,HPH0075
e8a80e48-50fc-4578-b41a-a25461f4ef47,2010-02-01 08:24:57,HSB0196,PC-8001,unknown,unknown,file,Details about the action,Low,e8a80e48-50fc-4578-b41a-a25461f4ef47,HSB0196
a3c81488-33f4-474c-9c8a-ccdb8bc33f86,2010-02-01 08:26:49,RRC0553,PC-6672,unknown,unknown,file,Details about the action,Low,a3c81488-33f4-474c-9c8a-ccdb8bc33f86,RRC0553
49b4e11f-e177-4894-af17-48195f466501,2010-02-01 08:27:27,RRC0553,PC-6672,unknown,unknown,file,Details about the action,Low,49b4e11f-e177-4894-af17-48195f466501,RRC0553
565a3a5e-0af7-4576-9f1b-810f6677e5f0,2010-02-01 08:27:37,RRC0553,PC-6672,unknown,unknown,file,Details about the action,Low,565a3a5e-0af7-4576-9f1b-810f6677e5f0,RRC0553
c39dc687-b191-44c9-9a17-3473cd7bca6d,2010-02-01 06:55:16,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,c39dc687-b191-44c9-9a17-3473cd7bca6d,LRR0148
92581978-513c-4d00-bd2a-14e55aae264e,2010-02-01 07:00:13,NGF0157,PC-6056,unknown,unknown,http,Details about the action,Low,92581978-513c-4d00-bd2a-14e55aae264e,NGF0157
3826fb13-c969-4b42-b778-72a5a5db00dc,2010-02-01 07:03:46,NGF0157,PC-6056,unknown,unknown,http,Details about the action,Low,3826fb13-c969-4b42-b778-72a5a5db00dc,NGF0157
02673ed7-c6a5-49e5-9e23-f0be3d75eef3,2010-02-01 07:05:26,IRM0931,PC-7188,unknown,unknown,http,Details about the action,Low,02673ed7-c6a5-49e5-9e23-f0be3d75eef3,IRM0931
abaa9991-6f77-4a1c-a879-cf9e9d75ed89,2010-02-01 07:05:52,IRM0931,PC-7188,unknown,unknown,http,Details about the action,Low,abaa9991-6f77-4a1c-a879-cf9e9d75ed89,IRM0931
8eafe964-f6d3-411f-a3cf-31e380832561,2010-02-01 07:05:55,IRM0931,PC-7188,unknown,unknown,http,Details about the action,Low,8eafe964-f6d3-411f-a3cf-31e380832561,IRM0931
dc96fbdd-6e71-491e-a9f4-b89210f13ed5,2010-02-01 07:06:28,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,dc96fbdd-6e71-491e-a9f4-b89210f13ed5,LRR0148
78d146fe-a7be-474a-85ec-2d74718c9771,2010-02-01 07:06:33,IRM0931,PC-7188,unknown,unknown,http,Details about the action,Low,78d146fe-a7be-474a-85ec-2d74718c9771,IRM0931
5323fd8e-99fe-4edd-a238-8629a7b41204,2010-02-01 07:07:16,NGF0157,PC-6056,unknown,unknown,http,Details about the action,Low,5323fd8e-99fe-4edd-a238-8629a7b41204,NGF0157
f68b8453-5ca5-435c-9c94-fb9f873bb760,2010-02-01 07:07:50,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,f68b8453-5ca5-435c-9c94-fb9f873bb760,LRR0148
c6108e73-278f-4174-ad9d-630e4e16891b,2010-02-01 07:08:11,IRM0931,PC-7188,unknown,unknown,http,Details about the action,Low,c6108e73-278f-4174-ad9d-630e4e16891b,IRM0931
b354d484-3026-4adf-90e3-70d1a8dd4e52,2010-02-01 07:08:31,NGF0157,PC-6056,unknown,unknown,http,Details about the action,Low,b354d484-3026-4adf-90e3-70d1a8dd4e52,NGF0157
e3d0b059-13c5-46ae-b770-5e3054bed329,2010-02-01 07:11:17,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,e3d0b059-13c5-46ae-b770-5e3054bed329,LRR0148
1a95800a-98d0-4aaa-bcd8-89ac1d9e0de2,2010-02-01 07:12:32,LRR0148,PC-4275,unknown,unknown,http,Details about the action,Low,1a95800a-98d0-4aaa-bcd8-89ac1d9e0de2,LRR0148
3174767c-1694-49e8-99f0-36e544730aee,2010-02-01 07:12:35,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,3174767c-1694-49e8-99f0-36e544730aee,LAP0338
a4038760-492c-4e38-b40d-435f869578f2,2010-02-01 07:12:39,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,a4038760-492c-4e38-b40d-435f869578f2,LAP0338
2382d231-9db7-428a-b0da-ba2b94813c32,2010-02-01 07:12:56,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,2382d231-9db7-428a-b0da-ba2b94813c32,LAP0338
37d26ef4-139c-4df3-bf0a-e7ee80eedeec,2010-02-01 07:13:23,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,37d26ef4-139c-4df3-bf0a-e7ee80eedeec,LAP0338
afa021a2-a838-4c88-9dd6-6d8332639ea3,2010-02-01 07:13:38,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,afa021a2-a838-4c88-9dd6-6d8332639ea3,LAP0338
ab41aa42-ff3b-47f2-9878-bad998111fab,2010-02-01 07:13:52,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,ab41aa42-ff3b-47f2-9878-bad998111fab,LAP0338
20a7107f-3eda-49b4-a084-db680cb88891,2010-02-01 07:14:12,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,20a7107f-3eda-49b4-a084-db680cb88891,LAP0338
e45475db-a051-48b3-8b21-6678fcbefd12,2010-02-01 07:14:13,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,e45475db-a051-48b3-8b21-6678fcbefd12,LAP0338
466b89fb-86d9-42e2-853b-b7c074e45c26,2010-02-01 07:14:28,LAP0338,PC-5758,unknown,unknown,http,Details about the action,Low,466b89fb-86d9-42e2-853b-b7c074e45c26,LAP0338
77934920-f707-4a5a-a2d6-238befab80c5,2010-02-01 06:49:00,NGF0157,PC-6056,unknown,unknown,logon,Details about the action,Low,77934920-f707-4a5a-a2d6-238befab80c5,NGF0157
ee6f4da6-4d89-4c7f-9510-a7b425407034,2010-02-01 06:50:00,LRR0148,PC-4275,unknown,unknown,logon,Details about the action,Low,ee6f4da6-4d89-4c7f-9510-a7b425407034,LRR0148
dbb37dea-d2ce-4636-8191-b135fa4c8fff,2010-02-01 06:53:04,LRR0148,PC-4124,unknown,unknown,logon,Details about the action,Low,dbb37dea-d2ce-4636-8191-b135fa4c8fff,LRR0148
f64d4a63-484e-464c-8137-d9ac8509d379,2010-02-01 07:00:00,IRM0931,PC-7188,unknown,unknown,logon,Details about the action,Low,f64d4a63-484e-464c-8137-d9ac8509d379,IRM0931
677c8b87-ec3c-425b-a3cf-422d74e62ef8,2010-02-01 07:00:00,MOH0273,PC-6699,unknown,unknown,logon,Details about the action,Low,677c8b87-ec3c-425b-a3cf-422d74e62ef8,MOH0273
d3f9f564-a651-456e-aa7a-f7a265124b12,2010-02-01 07:07:00,LAP0338,PC-5758,unknown,unknown,logon,Details about the action,Low,d3f9f564-a651-456e-aa7a-f7a265124b12,LAP0338
d6744e12-4fb5-46da-bdf8-d9d302e9c973,2010-02-01 07:08:00,MHH0180,PC-9822,unknown,unknown,logon,Details about the action,Low,d6744e12-4fb5-46da-bdf8-d9d302e9c973,MHH0180
83422634-d9a8-41e9-afa0-e2fee029a64c,2010-02-01 07:08:00,NOB0181,PC-3446,unknown,unknown,logon,Details about the action,Low,83422634-d9a8-41e9-afa0-e2fee029a64c,NOB0181
432a88b8-a0fa-408c-bf1a-544a4b2c3b4f,2010-02-01 07:13:00,AHC0142,PC-8893,unknown,unknown,logon,Details about the action,Low,432a88b8-a0fa-408c-bf1a-544a4b2c3b4f,AHC0142
2ca0bd0b-7573-4a51-aa43-0e64f4dd684d,2010-02-01 07:14:00,CTR0341,PC-6184,unknown,unknown,logon,Details about the action,Low,2ca0bd0b-7573-4a51-aa43-0e64f4dd684d,CTR0341
f3d7c0a7-bc22-403c-bba3-f1f8690ce2a5,2010-02-01 07:24:53,LRR0148,PC-4124,unknown,unknown,logon,Details about the action,Low,f3d7c0a7-bc22-403c-bba3-f1f8690ce2a5,LRR0148
368ef6c5-275d-4c40-bb81-817af4a22826,2010-02-01 07:33:00,ATE0869,PC-1313,unknown,unknown,logon,Details about the action,Low,368ef6c5-275d-4c40-bb81-817af4a22826,ATE0869
